Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
148.0851532726888,134.46743968492694,114.46940420724422,217.91737408666702,11.11360783995201,761.6899901072345,604.859347262046,30.94877280121072,17.12573350313949
271.5200983336929,0.0,99.99331088946327,157.63188645552762,11.40377814830407,1027.7881214528652,830.9104706372555,13.499311365981992,42.63219467292846
314.0246890257591,0.0,0.0,195.84806529828415,0.0,908.9232247150701,888.4638989321377,170.66830481883764,42.958928062053566
149.41771973199184,106.0071988846492,0.0,187.1562572358291,0.0,993.3683731117594,970.4026893097816,24.820322499689457,17.016049422923775
107.07481121134605,163.07850902241213,0.0,231.61373291668826,0.0,1033.104866279314,757.4267282919559,96.03890139204069,32.79071148808781
369.96588733501056,19.386274918822302,96.03119539709999,155.48927737174012,11.552862098197355,922.7331275284114,935.4667727517549,29.03595551091382,47.43675452012361
186.77013229174466,174.4240691459839,0.0,218.39027611478176,0.0,914.8167048260797,721.3107098391647,31.50272510556945,37.72035538868466
196.1188937740139,0.0,137.00286236018945,190.4470057415295,10.641575026638993,988.2929355176532,829.6235320282001,12.652712390843638,20.977986179586665
181.34986033249103,0.0,143.72015527831022,180.65869421181225,0.0,1032.0657011586109,896.2558003854034,14.01627579053769,17.51584771242032
320.47214659205605,0.0,97.21667527348747,178.66106680659283,8.991493199212679,991.952448801924,923.1655321368547,60.04979266297616,49.32927640654666
186.4062951432062,127.4831136106753,142.90977277548603,205.84395364006846,7.396417812514327,1032.3280215379882,762.7650243372489,2.934623890493315,16.188787082955415
433.8379836073967,0.0,0.0,160.12516530149327,0.0,968.1802622885423,789.1327881917234,28.228621423260783,37.21718641725705
159.07464398912907,120.22929266940636,127.2411694385143,178.31246020157806,8.123023283666862,988.9751602882332,729.6074972169976,12.770213691452522,29.785672262030435
131.55769378715573,163.1939511316976,112.76453644560073,182.51898438401994,10.172350896789935,902.5154322599293,705.8717104222783,28.07143789855836,30.5579540419669
493.44461349103744,0.0,0.0,181.17814915936177,0.0,1015.7558305178625,754.5987523287307,27.113239559442874,46.68652467742505
440.8190705573357,25.65544578649138,83.94206830051127,140.37490224308692,12.614890126160947,1032.4518102673658,712.4087149172047,24.43954755491737,52.00640140552079
333.71560376224295,195.2509472034205,0.0,178.081477756492,11.214714439737312,999.0000594974241,725.243668573579,29.738259573447046,71.99791165088047
172.48150007628556,217.34944381363496,0.0,208.72400986013008,6.1366900815089425,1038.087048228218,719.9575443184706,25.608186408126,24.62134063481205
310.6704598960759,0.0,0.0,192.10180659574078,0.0,888.1688549005097,814.7476474668543,27.486185127605495,34.50504981695883
162.65005442687936,36.2312953911748,199.79313735263452,101.95784617360358,5.511530216985124,1032.0775274168857,768.8732957189493,2.8300236581350093,6.6357759865727175
229.33256711514355,0.0,101.65643320141797,139.3623904650365,12.060314376884287,1157.2942096754502,843.0406479806782,2.6982367316666958,22.80708821572969
292.30911209718903,0.0,95.20921046797073,174.1954428001888,10.339226388978343,957.7298802482146,940.8946040060899,55.31698828884239,47.452212395592014
283.9809623856509,0.0,0.0,153.49239358354643,0.0,996.5765818027609,704.7978976712006,27.203986763835506,19.999442634431407
305.23564190550314,0.0,94.2532814164275,214.7598941307231,8.986881243615349,1035.7962449277697,750.4074249214204,3.2557035578330296,19.869524132849826
358.80091586906826,80.46600060111497,0.0,206.34670836055201,0.0,923.4596990449097,537.8652052940663,6.66007779416289,29.17720490263616
191.2808830604841,0.0,153.18956960195513,149.70685351875622,7.211745749492164,1088.6703536417663,733.6519243231228,93.66073600093034,44.560366597800176
350.7823179057686,192.71977057749783,0.0,152.3574925636207,11.402430772423381,994.8175454907154,756.1403642115246,3.2099083373067425,39.51069290084465
387.5810930807551,0.0,145.68692020774571,173.50499367969206,22.38947796661092,923.2312900180024,755.6240699376209,24.579621813514297,57.318476417460374
226.88869755603062,160.95258025318765,0.0,177.5645489572018,0.0,996.3566020976531,752.1700566726872,7.131204570476214,13.650773657940203
149.03232631083532,202.91608837132762,137.13954332164755,159.38552449816567,8.664429213342078,862.4012786219735,789.3331300936829,29.086167412000975,27.974136660256107
209.22600375833883,284.7074323844896,0.0,209.30371562123597,0.0,951.7903465021403,705.287003873361,92.56729182110021,52.887183156990254
320.53153200162205,0.0,0.0,191.94448823269073,0.0,953.6060344546231,832.6318527328001,182.20357143726451,40.85622516531126
419.35229741215096,187.436527086486,0.0,176.74282169665534,13.245657645829068,1042.9085188434237,733.7722774078323,26.16865877508153,81.51841799711698
152.62829861466892,261.44497934240803,0.0,203.91794517168302,0.0,914.969925960261,838.2081291149333,31.229332238071716,31.668731837719253
319.4682073337641,140.26733371286778,99.61766346849275,180.04076630384267,5.765244136980665,969.6497655044328,646.839882502665,26.528248838918405,53.37954988556583
261.4657411611767,0.0,95.96430135945639,145.81393173345396,13.483340023168958,1016.0249375404933,834.2705631449423,52.36527232784727,38.21867870605861
309.007695875349,21.564341015660744,122.2559923621651,164.35762279630686,10.53790358257145,763.2201338750335,695.5783181309262,3.1352993408187384,25.296172703193307
144.1285656805316,0.0,139.2164070314686,190.59335247232994,8.699359392528097,1017.3793105191997,710.9458444380591,27.955812411617057,11.83619288209299
464.79205955823824,24.168408781993435,141.0384661082869,203.8985229154107,8.809432724331394,780.2249483505283,699.3197963124124,48.4516241646416,64.85061854392687
296.25010168943544,128.96130932111882,0.0,125.15769841451339,9.555280038585444,1041.383689629255,799.5483498346067,27.753173736164015,41.254145870398915
425.96479612734754,18.535175168477757,85.75336820369152,138.9652044155649,12.518821997614857,883.3251677738175,832.7202462054146,2.998153682513871,25.941420602410076
176.7227022124171,293.86957958984215,0.0,216.0956755312113,0.0,1004.0190325403577,696.3925940297855,2.957779301555671,12.530835263967662
382.48593375487513,99.14771139365071,0.0,159.76266088275955,17.93788966495366,861.4346696881499,919.5765536369837,29.840752587994572,57.977589810372564
319.8502419459716,0.0,0.0,195.74306397908808,0.0,989.6504876128798,772.1936121708445,28.083145336892475,34.1268644796584
157.45203170654452,198.87569542128205,0.0,201.48207816414475,9.191470222131946,830.5713229000686,809.111910684158,29.45364436755218,25.682248434419428
405.00382637215216,200.1473611491718,0.0,163.0204639503483,11.55353605599605,1008.87697862975,750.2822217832039,7.333399214649523,57.964218503610844
167.68294396699216,0.0,161.39113736222066,168.9591211901938,12.565887667387834,974.7611055209002,749.7981193528249,28.429495336119935,17.4640687074533
231.359405048757,52.56612383551309,127.89073701795783,155.88118599854553,8.81416614408239,1008.0934668431246,806.9716903206129,27.576255280273216,49.777851775805864
319.96389906394927,166.04031500704153,0.0,197.24650048248503,5.261020212367614,984.7556388509155,704.6433994893099,27.28448819737661,67.94976647666354
308.942592301645,136.244052112126,0.0,220.90184418061142,0.0,994.8883168405245,581.6218493473915,30.44625803730081,31.352259567345776
323.0955851671488,171.02584204683455,0.0,195.9557769127267,10.415738667775617,962.1588960574879,645.8493173806389,27.03007658422293,57.410734302858096
153.132357156736,214.23221923274235,161.79819233012535,200.9609888250075,10.25587987725376,716.6799629310559,645.0229154232188,24.111611711097282,34.04235031011568
382.54313416019795,0.0,0.0,196.0034289990994,2.655192140932644,1018.2193003854059,1023.5164035768205,26.210327269101096,44.44772625659766
418.4960314199292,22.506978486387077,107.1200107624733,195.47411181713622,4.104250937390879,848.54517352965,720.930650672772,26.68313908083493,64.59435123333282
296.47987737104256,0.0,0.0,187.58706822734214,0.0,971.7125916933187,801.2985387602938,28.025770206014403,19.42904922780067
323.10630642079525,0.0,0.0,179.44189422732384,0.0,878.3342061215556,814.9088437085526,388.796935507094,40.2176928208849
393.9887744556142,20.057688271634607,97.4596608875111,159.7602195081143,13.239358329773044,859.5559602596444,858.8530143326196,53.564296757450805,57.66194087092298
306.42042737716326,165.55630961348393,0.0,218.52189488960488,4.585439637255462,970.9143762095152,854.5304117032526,28.82351521781805,57.28094944241443
291.07606959828456,0.0,91.15606179762966,167.84015458042776,16.54082274559332,1017.5754766638518,876.9892222111745,12.558357489894615,37.22208593646808
595.9462037117903,0.0,0.0,186.01838252689646,0.0,1128.5583778585853,639.1215537621842,88.41213236485287,69.76032131400201
184.86316176828348,0.0,117.03632976050297,186.75592910288054,11.12528260300346,1233.4034432133851,756.3461623959263,26.248816379533167,26.9534330048054
137.7454518365806,231.5079647937363,0.0,201.13278871395912,0.0,944.5479877135211,862.1633822540069,6.697684851716531,16.066532415944252
443.31316987391443,0.0,0.0,179.90333186599722,0.0,1039.9132417334374,724.6118632270936,34.49045283229767,49.28636098793434
317.4952219403846,0.0,118.38365375918468,165.9670797444381,9.98081920426102,976.5474531560646,640.9677068125543,101.62385971934312,57.15784260582158
287.20021873926544,0.0,101.22162473497428,231.27815468296674,9.829099931892657,932.1543094550766,641.439502657191,28.502663041573065,31.137690789875794
213.7612932235896,120.46618149184575,0.0,186.98817782945332,0.0,745.0832352056531,687.1725273401627,97.48825465666894,38.836136893535
246.37084537465233,0.0,108.97005140629967,200.6951015386502,5.841978111209398,1127.3267973629213,736.304747892802,27.76000102556729,24.638271811959203
285.55117645705116,108.34405006106178,96.68835031590336,200.16418973889483,9.906106224454927,845.2184596052066,699.6956326378619,29.703051073074914,46.180152796435294
190.99125225557523,132.70057837489057,114.75632109534784,176.67577492068705,3.3315686213196574,995.7856237387348,739.6079521596607,13.93867487682856,34.52635937020648
298.9499073366857,0.0,0.0,208.2417097814758,0.0,963.4459961656703,798.6089949892369,2.980729303450525,12.114304699942743
418.95537743109156,0.0,0.0,193.85514669282918,0.0,954.9052602353436,725.7219194646418,28.41464970037696,41.92615148851054
303.69200156036226,260.6154065572304,0.0,179.21195180710797,8.945209648561558,1155.3900354234986,563.4363397155493,28.284551565235226,50.648965990365184
184.07796537835037,14.196039993945544,157.27311935790897,158.58543231996893,3.962812760228198,916.0266338428827,1068.3541309207922,59.52418281837775,38.62034369667249
479.0975601332512,0.0,0.0,173.04867365933382,29.90751040319933,932.0576112779711,880.0896690562411,92.42291750962085,60.113534902553056
521.2033298354525,0.0,0.0,138.71976359643915,9.121446721430178,1011.6871709093848,643.9691368749565,28.35928312286068,68.32244226453261
332.30990180267526,216.59753101900145,0.0,159.9136707001012,13.053457932465415,948.1963969669836,881.1644855200466,3.135742410628802,27.096529044605223
145.7456362254629,163.624011421865,135.75980641171213,152.50971906947515,11.556836571296015,835.6785189524514,717.1524975137573,30.445186051739917,42.55292020620483
348.5185334665007,173.05086352323283,0.0,192.12645874454358,9.134420638713053,864.1592063697598,757.1009517055992,28.368708926909846,48.22821781465242
221.95568091889857,0.0,0.0,174.31788136708437,0.0,775.6124003401677,1037.1404353592616,25.987550596349152,18.982129239285733
245.7984633462068,0.0,98.82016894080989,200.8055987206631,4.925744870405789,857.7196820332714,871.8183950402263,24.57203488954054,24.8422637748966
146.34252439147463,0.0,134.8928478660509,157.29209656375474,18.37410758544281,1072.154968102674,784.2393719966601,26.696558645461735,17.81784447352463
203.07721431363026,304.200769535354,0.0,194.9733899820061,0.0,917.0802574437051,580.0853679567011,27.070853806459,39.691290046016036
232.27628559592856,0.0,110.21072981594956,184.01820449556968,6.624627255442183,1007.6127810770478,870.6403460915619,59.59586416082778,33.50626667358892
167.3421939619029,0.0,188.75561988108817,231.1226358929475,11.417769282379489,918.571100152648,698.2166021493938,26.50606190869353,9.165295852383842
360.58726372543885,89.46919818089418,0.0,132.77460572948914,25.285587793940863,900.2785801765543,1150.9631773439544,30.25675298541465,59.2865358500895
299.041682802558,126.42708994825863,0.0,177.41207925379294,8.005624548480254,957.5804655085676,724.4249580437975,24.61221772316266,34.32684399759587
140.61411741268765,170.128991352522,0.0,173.9030676563771,3.5192308248034627,948.2161029249874,757.6342346873303,30.071757218436414,23.514436275982288
273.2036920396449,0.0,0.0,203.04964796706147,0.0,917.006804396115,849.9122593258587,7.820622669638976,18.83013164042756
197.48799521425246,0.0,124.50134427440442,170.23813379697526,11.191026389867991,1041.4821325580044,774.5938092588735,56.64795679116666,30.896461057476564
212.024285519686,0.0,177.98758776732146,142.59021055048134,10.493889330847935,999.0377729840095,702.5362669232605,55.05676213562461,50.76031111997302
216.87037611291922,0.0,85.89016959893732,180.64266754094453,4.525997956427384,865.4874035172816,848.4505360580354,30.29594940044547,23.29320119698798
378.1524474364734,21.21378416589307,85.02477220563728,159.47564988808293,13.113973863470932,892.4017653012281,858.703040424431,7.084453335015554,52.39270390543218
415.57284808995837,106.66373323260412,0.0,149.66989131812872,14.935455616894709,872.5783719830866,928.8977741784784,27.60925569009076,55.281926370606946
165.14847722599055,180.1460899271875,198.18153235202197,236.9354463498202,6.630125067503778,767.899261686478,639.990545600754,31.31433710332857,28.765550915919547
314.0922860612649,200.87689231245807,0.0,181.32839875238886,10.01671038006194,953.606157962945,699.7938801861341,55.273793594362736,59.636507030165085
286.0603170406234,146.53192440726176,0.0,189.2965758849623,4.823260743833465,927.6431345266132,728.3877166797862,26.158338308386277,51.33454829542105
223.61187161770516,0.0,0.0,221.07846481794783,0.0,1007.5437823180974,939.5009101289274,90.84459708685276,21.282041656599986
511.68774907992423,0.0,0.0,158.10219239102406,0.0,1012.6042331825263,652.0229770546184,27.268835357639674,43.086021948138296
240.44432016183555,0.0,116.8187527780781,152.97055346510157,9.637856041879145,1090.4748534523733,707.5688780319799,27.338573033837662,55.51455377820091
141.58800167082154,164.66006083464433,112.77715000215679,224.37087897545607,6.106893347975746,827.652274682952,646.3074804423367,27.43584605567024,33.40460333435735
182.14882064819798,281.8255593399175,0.0,165.74142568881467,0.0,1006.6735017016574,846.9610538265595,7.724810390161473,12.29255718758065
435.6211283941373,121.49651931687724,0.0,140.28686689293278,29.586710521424237,814.8796707117245,869.7340416202591,3.0403142056916215,39.719083206907875
292.0138937261746,104.55198584979236,86.57169730537413,192.86916005786176,4.811143923257907,952.4112238057774,722.7149086638512,32.24623694985364,30.145632922904323
185.4314769973197,286.5972988079084,0.0,184.67568080900554,0.0,965.1640454066834,744.4432679571339,87.20284801546235,53.443559523114175
266.39500147127956,14.995526540719126,147.8871745191091,174.38921255097583,5.247914177761653,905.9534946742245,838.2500625134427,3.293065078844656,11.776905020581207
368.3027783274568,169.65189624864675,0.0,163.42860675730867,11.44346887832455,915.5434923286685,816.870536659378,82.82473280799007,76.62872330291253
165.61322064353763,0.0,149.68716016088158,177.82581145624746,0.0,804.3206105184416,825.6950434634283,26.7573868276492,28.62706760359069
323.8039317458976,0.0,109.58794338355357,162.56522544431303,7.671343082958852,979.5760362835497,736.2851978575271,28.20778028346128,40.214592026150406
167.93719400328567,0.0,151.930214225756,166.78250357392702,8.118980640735174,1102.882750011986,706.4393032180953,102.26797809792731,32.50366835119618
274.15407312118464,0.0,0.0,206.75480757672327,0.0,1010.6741907055999,898.401734891922,28.6278961406852,27.678479230240658
338.55520255983794,241.49154311644554,0.0,166.76652956109194,8.621852565765895,1027.2351636227195,639.2715033886619,6.8124644993020365,37.79716095968101
217.2852149527575,0.0,0.0,190.75614114656108,0.0,1107.7054469738316,775.3311462665372,27.262425746170745,20.085748097880767
283.5549187467739,0.0,0.0,185.372583543994,0.0,945.8715254343192,876.76873421181,25.36235774920394,27.22300643577154
151.76814057423286,213.83804964037358,0.0,196.0905272684806,0.0,1169.002309957963,905.7965542207186,6.914359160117466,7.80222810304271
343.03472523445583,0.0,0.0,204.5930722178569,0.0,1021.6897567591221,780.2228249506386,14.493291835670213,22.457775280276053
257.9940647297151,0.0,93.3570697190122,175.0639929654241,6.257298546684289,804.0829635001974,854.1043031383313,14.15124139520031,26.07055954036594
230.21139566865585,0.0,110.32155897131186,197.65456916712677,4.997444205585775,1082.5039475031335,877.1209506772992,3.1254901573659137,11.062305973265248
190.51613589186545,11.045651058650106,136.4059338337993,212.0312085480491,1.6917678066491142,987.1511988162245,795.2749888893311,56.367182425376996,23.169592235770818
232.70538197010623,0.0,0.0,202.34041123494055,0.0,983.051982139834,918.8665774758053,6.901006274166972,9.797772600366878
328.8711731037191,0.0,0.0,178.2306154268912,0.0,1171.3176078437382,713.178270927865,7.399492220270855,14.907412723732415
232.847525467036,0.0,116.75808807138313,190.17648952283264,5.8252382656688,1054.9134648350994,729.4103722347289,25.361044092772577,32.703233079481066
188.81840171941775,245.2993888320966,0.0,168.14773451076303,0.0,957.6830832037376,859.4725738850102,6.161150838103138,12.926067820894595
210.06871071583612,0.0,190.9507159887892,157.494173608876,8.017671304751167,1087.176343579505,803.5849695865815,15.038731618807775,31.45178868739278
412.29925468058235,92.10978092712773,0.0,145.2335459313842,10.358657501274237,998.8083039321041,778.3298358092916,57.70947964944286,71.46632290585696
316.3188714760053,168.73881710374772,0.0,198.5150881394032,12.068571062644796,815.1184345733491,775.8753751519192,2.9910375167675842,33.46334053602343
383.1655583158998,20.977235625470286,87.06347568643169,164.78720571829354,12.042342740406259,910.7786696220683,812.6347788655511,2.962894274639295,33.45167892477213
104.45808830961218,172.742601830438,0.0,166.52460836414224,0.0,1064.448418847828,904.6692203854379,26.999964104506592,20.267537424775973
270.2266835393838,95.74274849900233,75.94065608083055,170.02117112253856,11.960205724146473,955.980366369893,802.649439735353,30.757407652749496,43.85921835486804
151.30434742388817,171.69294010419634,137.18596612574467,178.5507122766408,19.37986211640656,986.0627809045745,626.8149475748995,28.132922025836613,32.61956743266343
384.58064874765284,0.0,0.0,192.8656849915468,0.0,1061.6684059620848,651.2877472384677,27.68989426946454,40.12007556498242
138.98192945342416,130.1388596301417,101.88154549616247,176.584732582857,6.671993914891292,1110.3205575916822,766.5972182790186,30.284720623476744,29.403160319539236
154.24196322460884,185.12446489619887,142.16555006855103,179.4549767601103,20.484827762971438,741.2429825563022,748.2607525591156,26.896594424307274,33.8981917862536
186.11524861281268,250.99255929260977,0.0,171.72968683897082,0.0,950.7859970794345,786.1409273236576,6.631627484410851,13.55996945188681
282.791855040381,0.0,121.57963053231046,167.86806491586134,6.272904691969486,908.4570337402303,758.2505101356873,28.23792256776236,41.22474169469211
160.21368622748776,133.4320400530511,111.30774068388865,182.8842333606839,6.5670771314787055,1021.0299814352672,819.7123989840029,28.43733465973892,23.837509287858307
254.29982295341802,0.0,135.65668712739154,177.56332254902384,7.079996552616325,1037.3901562465371,887.8899857411719,26.552446154136057,34.69491305748389
427.7142481938871,21.306301006506192,85.67447148073289,168.94952068342215,12.4845290411955,859.6672255502791,843.4586091899198,28.240365916246233,50.52149764938845
311.93954166065134,76.11511333397858,0.0,191.03310804624542,0.0,897.8531609615235,636.9499960868014,88.36036649657596,51.15809249690826
217.1625234176955,323.6766773241784,0.0,186.98599829564412,0.0,815.6548191599197,752.4626423116523,6.765119866258834,21.425746913774173
175.31680838541757,123.32642412030562,0.0,199.61948686876556,0.0,1076.6869765634497,827.2725042625012,86.30210081515696,34.787394505327065
492.38341965357057,0.0,60.965366426209954,203.53037884917555,0.0,1131.3057111214553,726.672169504989,31.649891479770123,59.56186890067927
183.53593125340979,115.87620797716487,0.0,199.87926765426084,0.0,867.9422643231712,857.8654766214278,30.64927436035175,23.85667763245107
297.2519610790512,0.0,97.85494019939449,171.805470973636,9.149032010491982,949.9368998420679,901.0770166645738,115.56763256888557,50.803810744265355
405.49074382015505,0.0,0.0,202.70763942462432,0.0,925.3621955307739,782.8612742089141,194.3678945947758,53.67485905442917
145.6619761667927,204.12537525656631,0.0,204.37350352582575,3.7906625228707225,945.3694862446843,849.2018595649101,26.14028114235083,30.766728763206224
412.3409000331427,190.88475187482453,0.0,179.41372955604592,11.055257541779257,904.9414701091032,744.422124984791,104.79458666007699,81.61383521028297
242.8805655091217,0.0,117.07174739662733,176.5492927922761,4.8321840110420675,969.4270775564755,805.3663594860193,122.62433512362182,31.858519431043327
305.15879333663787,0.0,0.0,187.5019425067506,0.0,1108.3222559303154,791.4937879553329,392.1422996465207,33.573533435433376
324.3482609312062,0.0,124.73922086941758,163.2577402231342,8.507977800966415,1122.4334329461674,869.5553260690064,12.82487972778435,33.31141971744299
425.4941073643119,111.79913910285788,0.0,138.78714042452256,21.899642824080626,829.2050946709745,1063.583439993691,94.08101361759802,54.76966227403343
268.24776345715867,206.23719886689028,0.0,147.38140469163437,12.610271144863471,980.7099000079859,752.9039390239913,84.85425290202886,84.11723896254952
367.5421634427384,99.60298225806311,0.0,141.20678301653754,17.163753055834192,804.3127092742064,900.1383611998004,7.393434977924125,49.741857753895935
291.0145276582511,0.0,109.25229480120363,207.09197498017323,5.7959659564927675,889.4224764105921,731.7240613911248,29.052245040896302,42.45531676796394
135.6856022977488,252.1616117734272,0.0,164.77247660708332,0.0,933.4701498811443,717.0891352293967,6.5910716665169415,9.59202348246306
132.8904715271396,228.83935335757005,0.0,168.38993498174642,0.0,1194.8499914746506,710.6547585056483,25.92702907587813,29.790658690552366
355.51135889323575,178.21601192254212,0.0,215.1589380740813,10.94257572318649,933.8753046364612,803.9755534694823,3.242510527943822,34.373137767219916
176.2821190929863,304.7205617417968,0.0,211.2738010874814,0.0,988.420054718661,684.6992355804013,28.84559543959166,38.77432682813718
291.1310473409237,0.0,97.22571493305782,184.18866063036015,10.242504308075446,903.506920536859,901.0242100659655,12.554208040141523,32.923832878962166
361.6562892077632,104.55461658181375,0.0,148.12778545139489,16.28975897985801,837.1761714270223,924.4460892351874,90.80601273889586,67.87412811322099
300.20258045510354,180.86701895309088,0.0,194.20681716826024,0.0,1042.5069687364187,677.7825005589522,28.137600464921796,31.102742369523757
328.5305613656808,0.0,0.0,193.1426071405397,0.0,989.8073981278231,1092.0216514956232,2.7617629957589624,15.376258133400391
342.28105734470734,38.22630851679486,0.0,222.54951737418347,0.0,973.1921083218415,720.5359642996467,175.65642908745434,50.68172071097547
280.0595577494845,0.0,99.34264884523326,194.07197596840447,10.464239873941194,955.5974749904381,751.4279829782353,31.263427556691394,33.690488337603355
201.62889152864193,0.0,181.52743669554525,142.98795472767128,10.827084020281301,1006.4265484427324,769.9659610044948,110.13881827300015,47.46280198852507
282.75239962211145,125.19300577827386,91.71541995072566,159.15663250310158,9.455901580826675,779.8561908226397,774.2178409232098,29.252270205583105,39.49227655343967
325.786895495605,20.96955920834155,85.92769870900267,160.58414201051133,13.686654934978884,893.3259896377923,760.4469857689955,6.561672216484231,34.42068139295728
170.02038877276462,41.72509449203639,127.42435859642043,173.65173970379246,10.772816071227817,1156.5905832888789,739.6927844274479,23.350181845403107,29.798652169318697
240.17733098983123,0.0,96.69745022022,179.32823476481647,4.94018143297991,911.4783151214211,891.736301886917,48.72179508351215,39.69211407279327
224.480092326902,289.1429898823934,0.0,186.9351994556168,0.0,897.8631352400693,809.7521609729533,95.27426298477103,56.29701259895052
222.45392916655416,0.0,97.4548398152401,187.88683909017556,4.623310964189209,892.2542334298131,824.1931377410826,12.945406163479415,22.998885555617434
332.79288552381496,180.9514741616805,0.0,187.60213723669338,10.123793950499687,896.2901024625307,624.7911371919479,25.254772026042307,48.78265567488829
145.05484715347316,160.69434716471602,133.06088452815823,187.2459565027372,8.184748202807665,838.4829588270763,817.907650095739,26.424617315006465,29.663908197139783
208.9562511795138,174.7586461593465,0.0,238.3467692012123,0.0,922.4090091897131,662.4964334736147,29.68656592941156,38.869484543682645
173.13731600444427,242.49211954799028,0.0,189.43195851226028,0.0,905.3386713759322,876.2498996502114,87.05611640288906,40.883494097163045
222.48225658697572,0.0,99.08247818837327,167.32247002842095,7.436088952462309,928.4229758848844,970.6697430333737,2.9110684441481864,10.8767952358769
104.23117254848194,155.0086578055704,0.0,236.52466965033858,0.0,1011.2705005728411,846.0655681759238,27.696728658841636,19.39786608739126
279.85458577476004,0.0,0.0,199.2413351475222,0.0,1182.1796957231825,915.1659835193379,90.06421871054785,28.264942423384017
295.2640799337817,172.1728249067842,0.0,193.24742059026144,4.4516323871890515,910.3991890081465,747.2085038916057,29.516575571669986,49.790479592509335
195.70023298397393,0.0,183.80389745484487,166.36294349856814,10.677135925163151,957.9399445154919,786.672646103572,96.84029444809164,56.32839729052369
191.99620053256524,0.0,132.83322558119022,174.43141252212726,9.629396216592689,1000.611047656381,799.6687251144532,111.66146498765984,42.38569009912628
295.2603623000534,0.0,113.54428144524445,167.26807643386084,8.3879577157141,1034.1457471508322,831.668334980413,26.068891018075572,49.773298931717214
561.6006929449256,0.0,0.0,168.901881739723,6.132064381638658,873.4980016882492,702.4681479364848,26.711482837317533,57.92887358056696
449.16999185409964,111.62598285523732,0.0,141.80790079030308,17.857769802821934,744.5266471908019,867.4153977669307,28.89135110893577,62.96492413564528
206.1777478658852,110.39063654358266,23.140516788301877,183.42272692360007,6.883820275722386,1010.897369069599,820.4769687669623,2.843273022055549,12.136462113319801
282.63058834205947,0.0,105.18191638306804,243.86058407984737,11.258335703110783,764.2982094904593,802.5238642814875,25.434189492179843,30.08292623224347
246.1197584240386,0.0,80.9041120001197,150.58663745689987,13.21243409203155,959.841357928081,1110.984683042561,90.36866131154952,62.68615573016047
452.36663622089156,46.51669852354444,0.0,234.29651786440994,0.0,904.5210770677221,585.6030219024041,30.165708436305344,38.20464545621572
281.30969778790757,0.0,95.31892713064738,164.91419864893908,5.206830461153853,887.4022621503121,859.5771144539084,15.740095332172576,23.928256643242072
317.25796004086504,0.0,133.08732784168976,175.3036502743497,11.449243689390913,850.2028883332201,743.2579004945565,28.195765495033683,34.55610657266449
304.5844583411082,172.76708349429052,0.0,187.2062780517254,8.356352230031995,885.6759283596439,550.0115565443551,27.20933995825955,45.32671522594741
403.48700655610975,101.99192121729769,0.0,144.57875066875383,15.342724006754901,893.9308906464315,834.5968745017315,31.79511515980733,58.71381165876014
177.806320363719,41.19358478138658,137.8103740075457,153.15705469997548,12.493009351054248,1046.850272066858,812.8573021729052,26.24402507045669,28.58537361073259
230.92834350374966,0.0,120.50046063937849,211.23432512550275,5.248361799980684,1037.3340223940593,757.0779140972677,27.031557710947897,27.768333442766913
198.34432430912514,0.0,115.01576986295137,170.98770142964247,10.7113644672498,1074.8808347031177,762.5141988108759,53.552154648366525,28.669231122710524
337.8989794463064,165.62415446669053,0.0,187.81469598096228,7.317450385376776,925.3442155264586,777.271348921019,26.580989562607126,47.54222665025841
246.77906589285857,0.0,0.0,174.79681418294447,0.0,939.0225457313879,970.934145799469,30.456472541907043,19.240881362765172
343.0487953754558,0.0,0.0,185.5729776494306,0.0,957.07042250987,740.0923616306453,3.257615667728411,12.91547323025049
215.83704575266228,107.68929151049758,23.27919006423726,187.5295579399999,6.68270561774317,1172.6653999593775,736.0569958351662,95.53015860971621,51.521365286407395
312.17102266412775,0.0,0.0,210.85812615649837,0.0,1130.4406227575357,824.9361755882561,3.4817984972281724,16.283784317632083
161.35955273755,0.0,152.05288851506216,178.91189425203765,4.565955785643844,959.7819611752351,820.1069948494425,14.308696145524227,25.064043842677595
141.52373110487088,126.14589609731455,97.40637014081189,162.86487325485098,6.440152242657794,872.7436174188199,867.405091595265,28.054241788870378,23.89669670707605
261.14131503868236,101.31256663908343,85.49695844247002,185.8063419304815,9.827196633969274,917.6988770321815,748.7868087990112,28.93441144591904,28.03281852562055
251.44293200250192,119.72651116067227,0.0,205.9704556787907,0.0,945.3824003070614,664.5295085793085,272.89558444684593,49.07747754168441
360.42875141930216,0.0,0.0,187.05933192576097,0.0,859.9055260434912,735.2580769760855,26.468602080824702,31.109077723507195
243.6386985497284,0.0,0.0,183.76782738700123,0.0,1228.3540791797432,833.0437204978092,6.58312359573801,13.157656541389713
125.86896714473087,210.1034821954443,0.0,198.62952295457535,0.0,920.3892169987541,846.346042293946,23.564388789971673,27.43647402699299
